2.7668115e-21	0.029390968	2317.9744
2.3668709e-21	0.028650552	2309.9817
6.53292e-21	0.028027246	2301.955
4.115943e-21	0.027492262	2293.8948
9.841349e-21	0.027029967	2285.801
5.6793102e-21	0.02662947	2277.674
1.27770655e-20	0.026282076	2269.514
7.044569e-21	0.02598031	2261.3213
1.5287597e-20	0.025717484	2253.0964
8.1830514e-21	0.025487492	2244.8394
1.7319514e-20	0.025284715	2236.5503
9.07203e-21	0.025103986	2228.2297
1.883742e-20	0.02494056	2219.878
9.699377e-21	0.024790112	2211.495
1.9828686e-20	0.024648739	2203.0815
1.00646256e-20	0.024512947	2194.6375
2.0303822e-20	0.024379648	2186.1633
1.0178503e-20	0.024246149	2177.6592
2.0294527e-20	0.024110133	2169.1252
1.00615495e-20	0.023969641	2160.562
1.985027e-20	0.023823053	2151.9697
1.034548e-21	0.029390968	2289.4182
8.841684e-22	0.028650552	2281.4949
2.4391733e-21	0.028027246	2273.5376
1.5363038e-21	0.027492262	2265.5464
3.672781e-21	0.027029967	2257.5215
2.1193862e-21	0.02662947	2249.4634
4.7681615e-21	0.026282076	2241.372
2.6290847e-21	0.02598031	2233.248
5.70612e-21	0.025717484	2225.0916
3.0548293e-21	0.025487492	2216.9028
6.4668694e-21	0.025284715	2208.6821
3.3881685e-21	0.025103986	2200.4297
7.0371785e-21	0.02494056	2192.146
3.6245273e-21	0.024790112	2183.831
7.412165e-21	0.024648739	2175.485
3.7636152e-21	0.024512947	2167.109
7.595464e-21	0.024379648	2158.7021
3.8092685e-21	0.024246149	2150.2654
6.972157e-22	0.028027246	2245.0852
1.0493407e-21	0.027029967	2229.2078
6.054847e-22	0.02662947	2221.2188
1.3622206e-21	0.026282076	2213.1965
7.5115563e-22	0.02598031	2205.1414
1.630484e-21	0.025717484	2197.0535
8.73035e-22	0.025487492	2188.9333
1.8485227e-21	0.025284715	2180.781
9.687178e-22	0.025103986	2172.5972
2.0125516e-21	0.02494056	2164.3816
1.0368835e-21	0.024790112	2156.1348
4.794266e-22	0.025284715	2152.8447
1.938547e-20	0.032146037	2329.9116
3.0397188e-20	0.030331817	2329.877
9.942143e-20	0.029390968	2329.8074
6.8849693e-20	0.028650552	2329.7034
1.7489585e-19	0.028027246	2329.5645
1.0532943e-19	0.027492262	2329.3906
2.4469176e-19	0.027029967	2329.1824
1.3836528e-19	0.02662947	2328.9392
3.0654158e-19	0.026282076	2328.6611
1.6696128e-19	0.02598031	2328.3486
3.58704e-19	0.025717484	2328.0012
1.9037527e-19	0.025487492	2327.6191
3.999617e-19	0.025284715	2327.2021
2.0813606e-19	0.025103986	2326.7505
4.2965128e-19	0.02494056	2326.2642
2.200513e-19	0.024790112	2325.743
4.476618e-19	0.024648739	2325.1868
2.261978e-19	0.024512947	2324.5962
4.5439874e-19	0.024379648	2323.9705
2.2689585e-19	0.024246149	2323.3103
4.5071764e-19	0.024110133	2322.6152
2.226696e-19	0.023969641	2321.8853
4.37835e-19	0.023823053	2321.1204
2.1419834e-19	0.023669062	2320.3208
4.172249e-19	0.023506647	2319.4866
2.0226319e-19	0.023335055	2318.6174
3.905105e-19	0.023153767	2317.7134
1.8769316e-19	0.022962479	2316.7744
3.5935975e-19	0.022761082	2315.8008
1.7131541e-19	0.022549631	2314.7922
3.2539163e-19	0.022328325	2313.7488
1.5391209e-19	0.02209749	2312.6707
2.9009886e-19	0.02185756	2311.5574
1.3618652e-19	0.021609057	2310.4094
2.5479016e-19	0.02135257	2309.2266
1.1873949e-19	0.021088751	2308.0088
2.205532e-19	0.020818293	2306.756
1.0205577e-19	0.02054192	2305.4688
1.8823756e-19	0.02026037	2304.1462
8.650021e-20	0.0199744	2302.789
1.5845516e-19	0.019684756	2301.3967
7.2321803e-20	0.019392187	2299.9697
1.3159522e-19	0.019097418	2298.5078
5.966402e-20	0.018801156	2297.0107
1.07849753e-19	0.018504087	2295.479
4.85794e-20	0.01820686	2293.9124
8.7245466e-20	0.017910097	2292.3108
3.904651e-20	0.017614381	2290.6746
6.9678787e-20	0.017320255	2289.0032
3.0987588e-20	0.01702823	2287.297
5.495071e-20	0.016738767	2285.556
2.4285454e-20	0.016452298	2283.78
4.279916e-20	0.016169205	2281.9695
1.879874e-20	0.015889836	2280.1238
3.292719e-20	0.0156145	2278.2434
1.4374774e-20	0.015343466	2276.3281
2.5026217e-20	0.01507697	2274.3782
1.08598685e-20	0.0148152085	2272.3933
1.8793868e-20	0.014558352	2270.3738
8.10694e-21	0.014306533	2268.3196
1.3946769e-20	0.014059861	2266.2307
5.980709e-21	0.013818413	2264.107
